jeux,date,affluence
Olympiques,2024-07-26T08:00:00Z,0
Olympiques,2024-07-26T09:00:00Z,0
Olympiques,2024-07-26T10:00:00Z,0
Olympiques,2024-07-26T11:00:00Z,0
Olympiques,2024-07-26T12:00:00Z,0
Olympiques,2024-07-26T13:00:00Z,0
Olympiques,2024-07-26T14:00:00Z,0
Olympiques,2024-07-26T15:00:00Z,0
Olympiques,2024-07-26T16:00:00Z,0
Olympiques,2024-07-26T17:00:00Z,0
Olympiques,2024-07-26T18:00:00Z,0
Olympiques,2024-07-26T19:00:00Z,0
Olympiques,2024-07-26T20:00:00Z,326000
Olympiques,2024-07-26T21:00:00Z,326000
Olympiques,2024-07-26T22:00:00Z,326000
Olympiques,2024-07-26T23:00:00Z,326000
Olympiques,2024-07-27T00:00:00Z,0
Olympiques,2024-07-27T01:00:00Z,0
Olympiques,2024-07-27T02:00:00Z,0
Olympiques,2024-07-27T03:00:00Z,0
Olympiques,2024-07-27T04:00:00Z,0
Olympiques,2024-07-27T05:00:00Z,0
Olympiques,2024-07-27T06:00:00Z,0
Olympiques,2024-07-27T07:00:00Z,600
Olympiques,2024-07-27T08:00:00Z,600
Olympiques,2024-07-27T09:00:00Z,58950
Olympiques,2024-07-27T10:00:00Z,104556
Olympiques,2024-07-27T11:00:00Z,187056
Olympiques,2024-07-27T12:00:00Z,268404
Olympiques,2024-07-27T13:00:00Z,256554
Olympiques,2024-07-27T14:00:00Z,233764
Olympiques,2024-07-27T15:00:00Z,436677
Olympiques,2024-07-27T16:00:00Z,360033
Olympiques,2024-07-27T17:00:00Z,482761
Olympiques,2024-07-27T18:00:00Z,391623
Olympiques,2024-07-27T19:00:00Z,495155
Olympiques,2024-07-27T20:00:00Z,314325
Olympiques,2024-07-27T21:00:00Z,358560
Olympiques,2024-07-27T22:00:00Z,238240
Olympiques,2024-07-27T23:00:00Z,123990
Olympiques,2024-07-28T00:00:00Z,0
Olympiques,2024-07-28T01:00:00Z,0
Olympiques,2024-07-28T02:00:00Z,0
Olympiques,2024-07-28T03:00:00Z,0
Olympiques,2024-07-28T04:00:00Z,0
Olympiques,2024-07-28T05:00:00Z,0
Olympiques,2024-07-28T06:00:00Z,0
Olympiques,2024-07-28T07:00:00Z,600
Olympiques,2024-07-28T08:00:00Z,600
Olympiques,2024-07-28T09:00:00Z,68310
Olympiques,2024-07-28T10:00:00Z,140916
Olympiques,2024-07-28T11:00:00Z,238178
Olympiques,2024-07-28T12:00:00Z,315026
Olympiques,2024-07-28T13:00:00Z,304676
Olympiques,2024-07-28T14:00:00Z,255166
Olympiques,2024-07-28T15:00:00Z,275670
Olympiques,2024-07-28T16:00:00Z,270109
Olympiques,2024-07-28T17:00:00Z,403371
Olympiques,2024-07-28T18:00:00Z,412559
Olympiques,2024-07-28T19:00:00Z,478562
Olympiques,2024-07-28T20:00:00Z,257656
Olympiques,2024-07-28T21:00:00Z,423015
Olympiques,2024-07-28T22:00:00Z,364364
Olympiques,2024-07-28T23:00:00Z,175281
Olympiques,2024-07-29T00:00:00Z,0
Olympiques,2024-07-29T01:00:00Z,0
Olympiques,2024-07-29T02:00:00Z,0
Olympiques,2024-07-29T03:00:00Z,0
Olympiques,2024-07-29T04:00:00Z,0
Olympiques,2024-07-29T05:00:00Z,0
Olympiques,2024-07-29T06:00:00Z,0
Olympiques,2024-07-29T07:00:00Z,600
Olympiques,2024-07-29T08:00:00Z,600
Olympiques,2024-07-29T09:00:00Z,47810
Olympiques,2024-07-29T10:00:00Z,125916
Olympiques,2024-07-29T11:00:00Z,223178
Olympiques,2024-07-29T12:00:00Z,263026
Olympiques,2024-07-29T13:00:00Z,227176
Olympiques,2024-07-29T14:00:00Z,303749
Olympiques,2024-07-29T15:00:00Z,304253
Olympiques,2024-07-29T16:00:00Z,273609
Olympiques,2024-07-29T17:00:00Z,259259
Olympiques,2024-07-29T18:00:00Z,186364
Olympiques,2024-07-29T19:00:00Z,188716
Olympiques,2024-07-29T20:00:00Z,199005
Olympiques,2024-07-29T21:00:00Z,240005
Olympiques,2024-07-29T22:00:00Z,235005
Olympiques,2024-07-29T23:00:00Z,143005
Olympiques,2024-07-30T00:00:00Z,0
Olympiques,2024-07-30T01:00:00Z,0
Olympiques,2024-07-30T02:00:00Z,0
Olympiques,2024-07-30T03:00:00Z,0
Olympiques,2024-07-30T04:00:00Z,0
Olympiques,2024-07-30T05:00:00Z,0
Olympiques,2024-07-30T06:00:00Z,0
Olympiques,2024-07-30T07:00:00Z,600
Olympiques,2024-07-30T08:00:00Z,1600
Olympiques,2024-07-30T09:00:00Z,48810
Olympiques,2024-07-30T10:00:00Z,111666
Olympiques,2024-07-30T11:00:00Z,204428
Olympiques,2024-07-30T12:00:00Z,243526
Olympiques,2024-07-30T13:00:00Z,224676
Olympiques,2024-07-30T14:00:00Z,251666
Olympiques,2024-07-30T15:00:00Z,440179
Olympiques,2024-07-30T16:00:00Z,377535
Olympiques,2024-07-30T17:00:00Z,435299
Olympiques,2024-07-30T18:00:00Z,372811
Olympiques,2024-07-30T19:00:00Z,500272
Olympiques,2024-07-30T20:00:00Z,289364
Olympiques,2024-07-30T21:00:00Z,367680
Olympiques,2024-07-30T22:00:00Z,251071
Olympiques,2024-07-30T23:00:00Z,169071
Olympiques,2024-07-31T00:00:00Z,0
Olympiques,2024-07-31T01:00:00Z,0
Olympiques,2024-07-31T02:00:00Z,0
Olympiques,2024-07-31T03:00:00Z,0
Olympiques,2024-07-31T04:00:00Z,0
Olympiques,2024-07-31T05:00:00Z,0
Olympiques,2024-07-31T06:00:00Z,0
Olympiques,2024-07-31T07:00:00Z,0
Olympiques,2024-07-31T08:00:00Z,1000
Olympiques,2024-07-31T09:00:00Z,125710
Olympiques,2024-07-31T10:00:00Z,200066
Olympiques,2024-07-31T11:00:00Z,277828
Olympiques,2024-07-31T12:00:00Z,266926
Olympiques,2024-07-31T13:00:00Z,329076
Olympiques,2024-07-31T14:00:00Z,318066
Olympiques,2024-07-31T15:00:00Z,260570
Olympiques,2024-07-31T16:00:00Z,194926
Olympiques,2024-07-31T17:00:00Z,264399
Olympiques,2024-07-31T18:00:00Z,501837
Olympiques,2024-07-31T19:00:00Z,600298
Olympiques,2024-07-31T20:00:00Z,276281
Olympiques,2024-07-31T21:00:00Z,478645
Olympiques,2024-07-31T22:00:00Z,468036
Olympiques,2024-07-31T23:00:00Z,302036
Olympiques,2024-08-01T00:00:00Z,0
Olympiques,2024-08-01T01:00:00Z,0
Olympiques,2024-08-01T02:00:00Z,0
Olympiques,2024-08-01T03:00:00Z,0
Olympiques,2024-08-01T04:00:00Z,0
Olympiques,2024-08-01T05:00:00Z,0
Olympiques,2024-08-01T06:00:00Z,0
Olympiques,2024-08-01T07:00:00Z,0
Olympiques,2024-08-01T08:00:00Z,3349
Olympiques,2024-08-01T09:00:00Z,79779
Olympiques,2024-08-01T10:00:00Z,157885
Olympiques,2024-08-01T11:00:00Z,251647
Olympiques,2024-08-01T12:00:00Z,277834
Olympiques,2024-08-01T13:00:00Z,260684
Olympiques,2024-08-01T14:00:00Z,208324
Olympiques,2024-08-01T15:00:00Z,214828
Olympiques,2024-08-01T16:00:00Z,180184
Olympiques,2024-08-01T17:00:00Z,200334
Olympiques,2024-08-01T18:00:00Z,208122
Olympiques,2024-08-01T19:00:00Z,176354
Olympiques,2024-08-01T20:00:00Z,124922
Olympiques,2024-08-01T21:00:00Z,165922
Olympiques,2024-08-01T22:00:00Z,165922
Olympiques,2024-08-01T23:00:00Z,39822
Olympiques,2024-08-02T00:00:00Z,0
Olympiques,2024-08-02T01:00:00Z,0
Olympiques,2024-08-02T02:00:00Z,0
Olympiques,2024-08-02T03:00:00Z,0
Olympiques,2024-08-02T04:00:00Z,0
Olympiques,2024-08-02T05:00:00Z,0
Olympiques,2024-08-02T06:00:00Z,0
Olympiques,2024-08-02T07:00:00Z,0
Olympiques,2024-08-02T08:00:00Z,0
Olympiques,2024-08-02T09:00:00Z,83430
Olympiques,2024-08-02T10:00:00Z,231369
Olympiques,2024-08-02T11:00:00Z,304131
Olympiques,2024-08-02T12:00:00Z,344305
Olympiques,2024-08-02T13:00:00Z,295305
Olympiques,2024-08-02T14:00:00Z,225512
Olympiques,2024-08-02T15:00:00Z,270792
Olympiques,2024-08-02T16:00:00Z,204148
Olympiques,2024-08-02T17:00:00Z,275334
Olympiques,2024-08-02T18:00:00Z,347243
Olympiques,2024-08-02T19:00:00Z,347093
Olympiques,2024-08-02T20:00:00Z,316585
Olympiques,2024-08-02T21:00:00Z,298399
Olympiques,2024-08-02T22:00:00Z,286149
Olympiques,2024-08-02T23:00:00Z,39822
Olympiques,2024-08-03T00:00:00Z,0
Olympiques,2024-08-03T01:00:00Z,0
Olympiques,2024-08-03T02:00:00Z,0
Olympiques,2024-08-03T03:00:00Z,0
Olympiques,2024-08-03T04:00:00Z,0
Olympiques,2024-08-03T05:00:00Z,0
Olympiques,2024-08-03T06:00:00Z,0
Olympiques,2024-08-03T07:00:00Z,0
Olympiques,2024-08-03T08:00:00Z,8356
Olympiques,2024-08-03T09:00:00Z,88286
Olympiques,2024-08-03T10:00:00Z,230869
Olympiques,2024-08-03T11:00:00Z,306980
Olympiques,2024-08-03T12:00:00Z,285192
Olympiques,2024-08-03T13:00:00Z,293192
Olympiques,2024-08-03T14:00:00Z,275482
Olympiques,2024-08-03T15:00:00Z,326902
Olympiques,2024-08-03T16:00:00Z,304118
Olympiques,2024-08-03T17:00:00Z,286221
Olympiques,2024-08-03T18:00:00Z,277621
Olympiques,2024-08-03T19:00:00Z,337353
Olympiques,2024-08-03T20:00:00Z,248913
Olympiques,2024-08-03T21:00:00Z,245727
Olympiques,2024-08-03T22:00:00Z,238477
Olympiques,2024-08-03T23:00:00Z,12000
Olympiques,2024-08-04T00:00:00Z,0
Olympiques,2024-08-04T01:00:00Z,0
Olympiques,2024-08-04T02:00:00Z,0
Olympiques,2024-08-04T03:00:00Z,0
Olympiques,2024-08-04T04:00:00Z,0
Olympiques,2024-08-04T05:00:00Z,0
Olympiques,2024-08-04T06:00:00Z,0
Olympiques,2024-08-04T07:00:00Z,0
Olympiques,2024-08-04T08:00:00Z,0
Olympiques,2024-08-04T09:00:00Z,79930
Olympiques,2024-08-04T10:00:00Z,205763
Olympiques,2024-08-04T11:00:00Z,251025
Olympiques,2024-08-04T12:00:00Z,233127
Olympiques,2024-08-04T13:00:00Z,253987
Olympiques,2024-08-04T14:00:00Z,196403
Olympiques,2024-08-04T15:00:00Z,203253
Olympiques,2024-08-04T16:00:00Z,146393
Olympiques,2024-08-04T17:00:00Z,159253
Olympiques,2024-08-04T18:00:00Z,130153
Olympiques,2024-08-04T19:00:00Z,205167
Olympiques,2024-08-04T20:00:00Z,133333
Olympiques,2024-08-04T21:00:00Z,168193
Olympiques,2024-08-04T22:00:00Z,163193
Olympiques,2024-08-04T23:00:00Z,24860
Olympiques,2024-08-05T00:00:00Z,0
Olympiques,2024-08-05T01:00:00Z,0
Olympiques,2024-08-05T02:00:00Z,0
Olympiques,2024-08-05T03:00:00Z,0
Olympiques,2024-08-05T04:00:00Z,0
Olympiques,2024-08-05T05:00:00Z,0
Olympiques,2024-08-05T06:00:00Z,0
Olympiques,2024-08-05T07:00:00Z,0
Olympiques,2024-08-05T08:00:00Z,1000
Olympiques,2024-08-05T09:00:00Z,29360
Olympiques,2024-08-05T10:00:00Z,154793
Olympiques,2024-08-05T11:00:00Z,162555
Olympiques,2024-08-05T12:00:00Z,169695
Olympiques,2024-08-05T13:00:00Z,182705
Olympiques,2024-08-05T14:00:00Z,108622
Olympiques,2024-08-05T15:00:00Z,134828
Olympiques,2024-08-05T16:00:00Z,91968
Olympiques,2024-08-05T17:00:00Z,101328
Olympiques,2024-08-05T18:00:00Z,151516
Olympiques,2024-08-05T19:00:00Z,218599
Olympiques,2024-08-05T20:00:00Z,193477
Olympiques,2024-08-05T21:00:00Z,226693
Olympiques,2024-08-05T22:00:00Z,154299
Olympiques,2024-08-05T23:00:00Z,53860
Olympiques,2024-08-06T00:00:00Z,0
Olympiques,2024-08-06T01:00:00Z,0
Olympiques,2024-08-06T02:00:00Z,0
Olympiques,2024-08-06T03:00:00Z,0
Olympiques,2024-08-06T04:00:00Z,0
Olympiques,2024-08-06T05:00:00Z,0
Olympiques,2024-08-06T06:00:00Z,0
Olympiques,2024-08-06T07:00:00Z,0
Olympiques,2024-08-06T08:00:00Z,0
Olympiques,2024-08-06T09:00:00Z,12000
Olympiques,2024-08-06T10:00:00Z,178083
Olympiques,2024-08-06T11:00:00Z,213701
Olympiques,2024-08-06T12:00:00Z,174701
Olympiques,2024-08-06T13:00:00Z,203701
Olympiques,2024-08-06T14:00:00Z,150262
Olympiques,2024-08-06T15:00:00Z,152262
Olympiques,2024-08-06T16:00:00Z,113262
Olympiques,2024-08-06T17:00:00Z,71122
Olympiques,2024-08-06T18:00:00Z,192308
Olympiques,2024-08-06T19:00:00Z,297747
Olympiques,2024-08-06T20:00:00Z,208625
Olympiques,2024-08-06T21:00:00Z,218485
Olympiques,2024-08-06T22:00:00Z,196261
Olympiques,2024-08-06T23:00:00Z,93822
Olympiques,2024-08-07T00:00:00Z,0
Olympiques,2024-08-07T01:00:00Z,0
Olympiques,2024-08-07T02:00:00Z,0
Olympiques,2024-08-07T03:00:00Z,0
Olympiques,2024-08-07T04:00:00Z,0
Olympiques,2024-08-07T05:00:00Z,0
Olympiques,2024-08-07T06:00:00Z,0
Olympiques,2024-08-07T07:00:00Z,0
Olympiques,2024-08-07T08:00:00Z,3349
Olympiques,2024-08-07T09:00:00Z,43319
Olympiques,2024-08-07T10:00:00Z,182402
Olympiques,2024-08-07T11:00:00Z,214671
Olympiques,2024-08-07T12:00:00Z,187671
Olympiques,2024-08-07T13:00:00Z,217421
Olympiques,2024-08-07T14:00:00Z,157982
Olympiques,2024-08-07T15:00:00Z,209232
Olympiques,2024-08-07T16:00:00Z,177232
Olympiques,2024-08-07T17:00:00Z,123092
Olympiques,2024-08-07T18:00:00Z,165842
Olympiques,2024-08-07T19:00:00Z,226561
Olympiques,2024-08-07T20:00:00Z,180689
Olympiques,2024-08-07T21:00:00Z,178549
Olympiques,2024-08-07T22:00:00Z,215511
Olympiques,2024-08-07T23:00:00Z,89072
Olympiques,2024-08-08T00:00:00Z,0
Olympiques,2024-08-08T01:00:00Z,0
Olympiques,2024-08-08T02:00:00Z,0
Olympiques,2024-08-08T03:00:00Z,0
Olympiques,2024-08-08T04:00:00Z,0
Olympiques,2024-08-08T05:00:00Z,0
Olympiques,2024-08-08T06:00:00Z,0
Olympiques,2024-08-08T07:00:00Z,0
Olympiques,2024-08-08T08:00:00Z,1000
Olympiques,2024-08-08T09:00:00Z,40970
Olympiques,2024-08-08T10:00:00Z,147903
Olympiques,2024-08-08T11:00:00Z,185521
Olympiques,2024-08-08T12:00:00Z,185521
Olympiques,2024-08-08T13:00:00Z,190271
Olympiques,2024-08-08T14:00:00Z,94982
Olympiques,2024-08-08T15:00:00Z,126082
Olympiques,2024-08-08T16:00:00Z,138082
Olympiques,2024-08-08T17:00:00Z,188415
Olympiques,2024-08-08T18:00:00Z,190165
Olympiques,2024-08-08T19:00:00Z,200034
Olympiques,2024-08-08T20:00:00Z,198162
Olympiques,2024-08-08T21:00:00Z,188549
Olympiques,2024-08-08T22:00:00Z,198511
Olympiques,2024-08-08T23:00:00Z,89072
Olympiques,2024-08-09T00:00:00Z,0
Olympiques,2024-08-09T01:00:00Z,0
Olympiques,2024-08-09T02:00:00Z,0
Olympiques,2024-08-09T03:00:00Z,0
Olympiques,2024-08-09T04:00:00Z,0
Olympiques,2024-08-09T05:00:00Z,0
Olympiques,2024-08-09T06:00:00Z,0
Olympiques,2024-08-09T07:00:00Z,0
Olympiques,2024-08-09T08:00:00Z,1000
Olympiques,2024-08-09T09:00:00Z,40970
Olympiques,2024-08-09T10:00:00Z,141903
Olympiques,2024-08-09T11:00:00Z,167259
Olympiques,2024-08-09T12:00:00Z,167259
Olympiques,2024-08-09T13:00:00Z,180159
Olympiques,2024-08-09T14:00:00Z,96720
Olympiques,2024-08-09T15:00:00Z,187006
Olympiques,2024-08-09T16:00:00Z,231006
Olympiques,2024-08-09T17:00:00Z,226006
Olympiques,2024-08-09T18:00:00Z,279832
Olympiques,2024-08-09T19:00:00Z,185365
Olympiques,2024-08-09T20:00:00Z,226615
Olympiques,2024-08-09T21:00:00Z,241615
Olympiques,2024-08-09T22:00:00Z,213651
Olympiques,2024-08-09T23:00:00Z,64212
Olympiques,2024-08-10T00:00:00Z,NA
Olympiques,2024-08-10T01:00:00Z,NA
Olympiques,2024-08-10T02:00:00Z,NA
Olympiques,2024-08-10T03:00:00Z,NA
Olympiques,2024-08-10T04:00:00Z,NA
Olympiques,2024-08-10T05:00:00Z,NA
Olympiques,2024-08-10T06:00:00Z,NA
Olympiques,2024-08-10T07:00:00Z,NA
Olympiques,2024-08-10T08:00:00Z,NA
Olympiques,2024-08-10T09:00:00Z,NA
Olympiques,2024-08-10T10:00:00Z,NA
Olympiques,2024-08-10T11:00:00Z,NA
Olympiques,2024-08-10T12:00:00Z,NA
Olympiques,2024-08-10T13:00:00Z,NA
Olympiques,2024-08-10T14:00:00Z,NA
Olympiques,2024-08-10T15:00:00Z,NA
Olympiques,2024-08-10T16:00:00Z,NA
Olympiques,2024-08-10T17:00:00Z,NA
Olympiques,2024-08-10T18:00:00Z,NA
Olympiques,2024-08-10T19:00:00Z,NA
Olympiques,2024-08-10T20:00:00Z,NA
Olympiques,2024-08-10T21:00:00Z,NA
Olympiques,2024-08-10T22:00:00Z,NA
Olympiques,2024-08-10T23:00:00Z,NA
Olympiques,2024-08-11T00:00:00Z,NA
Olympiques,2024-08-11T01:00:00Z,NA
Olympiques,2024-08-11T02:00:00Z,NA
Olympiques,2024-08-11T03:00:00Z,NA
Olympiques,2024-08-11T04:00:00Z,NA
Olympiques,2024-08-11T05:00:00Z,NA
Olympiques,2024-08-11T06:00:00Z,NA
Olympiques,2024-08-11T07:00:00Z,NA
Olympiques,2024-08-11T08:00:00Z,NA
Olympiques,2024-08-11T09:00:00Z,NA
Olympiques,2024-08-11T10:00:00Z,NA
Olympiques,2024-08-11T11:00:00Z,NA
Olympiques,2024-08-11T12:00:00Z,NA
Olympiques,2024-08-11T13:00:00Z,NA
Olympiques,2024-08-11T14:00:00Z,NA
Olympiques,2024-08-11T15:00:00Z,NA
Olympiques,2024-08-11T16:00:00Z,NA
Olympiques,2024-08-11T17:00:00Z,NA
Olympiques,2024-08-11T18:00:00Z,NA
Olympiques,2024-08-11T19:00:00Z,NA
Olympiques,2024-08-11T20:00:00Z,NA
Olympiques,2024-08-11T21:00:00Z,NA
Olympiques,2024-08-11T22:00:00Z,NA
Olympiques,2024-08-11T23:00:00Z,NA
Paralympiques,2024-08-24T00:00:00Z,0
Paralympiques,2024-08-24T01:00:00Z,0
Paralympiques,2024-08-24T02:00:00Z,0
Paralympiques,2024-08-24T03:00:00Z,0
Paralympiques,2024-08-24T04:00:00Z,0
Paralympiques,2024-08-24T05:00:00Z,0
Paralympiques,2024-08-24T06:00:00Z,0
Paralympiques,2024-08-24T07:00:00Z,0
Paralympiques,2024-08-24T08:00:00Z,0
Paralympiques,2024-08-24T09:00:00Z,0
Paralympiques,2024-08-24T10:00:00Z,0
Paralympiques,2024-08-24T11:00:00Z,0
Paralympiques,2024-08-24T12:00:00Z,0
Paralympiques,2024-08-24T13:00:00Z,0
Paralympiques,2024-08-24T14:00:00Z,0
Paralympiques,2024-08-24T15:00:00Z,0
Paralympiques,2024-08-24T16:00:00Z,0
Paralympiques,2024-08-24T17:00:00Z,0
Paralympiques,2024-08-24T18:00:00Z,0
Paralympiques,2024-08-24T19:00:00Z,0
Paralympiques,2024-08-24T20:00:00Z,37000
Paralympiques,2024-08-24T21:00:00Z,37000
Paralympiques,2024-08-24T22:00:00Z,37000
Paralympiques,2024-08-24T23:00:00Z,37000
Paralympiques,2024-08-29T00:00:00Z,0
Paralympiques,2024-08-29T01:00:00Z,0
Paralympiques,2024-08-29T02:00:00Z,0
Paralympiques,2024-08-29T03:00:00Z,0
Paralympiques,2024-08-29T04:00:00Z,0
Paralympiques,2024-08-29T05:00:00Z,0
Paralympiques,2024-08-29T06:00:00Z,0
Paralympiques,2024-08-29T07:00:00Z,0
Paralympiques,2024-08-29T08:00:00Z,0
Paralympiques,2024-08-29T09:00:00Z,22650
Paralympiques,2024-08-29T10:00:00Z,41900
Paralympiques,2024-08-29T11:00:00Z,65900
Paralympiques,2024-08-29T12:00:00Z,69456
Paralympiques,2024-08-29T13:00:00Z,77456
Paralympiques,2024-08-29T14:00:00Z,85256
Paralympiques,2024-08-29T15:00:00Z,44156
Paralympiques,2024-08-29T16:00:00Z,34650
Paralympiques,2024-08-29T17:00:00Z,63100
Paralympiques,2024-08-29T18:00:00Z,85256
Paralympiques,2024-08-29T19:00:00Z,80256
Paralympiques,2024-08-29T20:00:00Z,72256
Paralympiques,2024-08-29T21:00:00Z,49456
Paralympiques,2024-08-29T22:00:00Z,30850
Paralympiques,2024-08-29T23:00:00Z,15000
Paralympiques,2024-08-30T00:00:00Z,0
Paralympiques,2024-08-30T01:00:00Z,0
Paralympiques,2024-08-30T02:00:00Z,0
Paralympiques,2024-08-30T03:00:00Z,0
Paralympiques,2024-08-30T04:00:00Z,0
Paralympiques,2024-08-30T05:00:00Z,0
Paralympiques,2024-08-30T06:00:00Z,0
Paralympiques,2024-08-30T07:00:00Z,0
Paralympiques,2024-08-30T08:00:00Z,0
Paralympiques,2024-08-30T09:00:00Z,33950
Paralympiques,2024-08-30T10:00:00Z,171283
Paralympiques,2024-08-30T11:00:00Z,195283
Paralympiques,2024-08-30T12:00:00Z,214001
Paralympiques,2024-08-30T13:00:00Z,179963
Paralympiques,2024-08-30T14:00:00Z,118480
Paralympiques,2024-08-30T15:00:00Z,96630
Paralympiques,2024-08-30T16:00:00Z,83874
Paralympiques,2024-08-30T17:00:00Z,96524
Paralympiques,2024-08-30T18:00:00Z,134980
Paralympiques,2024-08-30T19:00:00Z,212063
Paralympiques,2024-08-30T20:00:00Z,197101
Paralympiques,2024-08-30T21:00:00Z,143539
Paralympiques,2024-08-30T22:00:00Z,120333
Paralympiques,2024-08-30T23:00:00Z,15000
Paralympiques,2024-08-31T00:00:00Z,0
Paralympiques,2024-08-31T01:00:00Z,0
Paralympiques,2024-08-31T02:00:00Z,0
Paralympiques,2024-08-31T03:00:00Z,0
Paralympiques,2024-08-31T04:00:00Z,0
Paralympiques,2024-08-31T05:00:00Z,0
Paralympiques,2024-08-31T06:00:00Z,0
Paralympiques,2024-08-31T07:00:00Z,0
Paralympiques,2024-08-31T08:00:00Z,0
Paralympiques,2024-08-31T09:00:00Z,14850
Paralympiques,2024-08-31T10:00:00Z,160683
Paralympiques,2024-08-31T11:00:00Z,184683
Paralympiques,2024-08-31T12:00:00Z,190001
Paralympiques,2024-08-31T13:00:00Z,187963
Paralympiques,2024-08-31T14:00:00Z,102880
Paralympiques,2024-08-31T15:00:00Z,73780
Paralympiques,2024-08-31T16:00:00Z,59774
Paralympiques,2024-08-31T17:00:00Z,88024
Paralympiques,2024-08-31T18:00:00Z,119380
Paralympiques,2024-08-31T19:00:00Z,196463
Paralympiques,2024-08-31T20:00:00Z,181501
Paralympiques,2024-08-31T21:00:00Z,143539
Paralympiques,2024-08-31T22:00:00Z,101083
Paralympiques,2024-08-31T23:00:00Z,15000
Paralympiques,2024-09-01T00:00:00Z,0
Paralympiques,2024-09-01T01:00:00Z,0
Paralympiques,2024-09-01T02:00:00Z,0
Paralympiques,2024-09-01T03:00:00Z,0
Paralympiques,2024-09-01T04:00:00Z,0
Paralympiques,2024-09-01T05:00:00Z,0
Paralympiques,2024-09-01T06:00:00Z,0
Paralympiques,2024-09-01T07:00:00Z,0
Paralympiques,2024-09-01T08:00:00Z,0
Paralympiques,2024-09-01T09:00:00Z,23650
Paralympiques,2024-09-01T10:00:00Z,157233
Paralympiques,2024-09-01T11:00:00Z,186233
Paralympiques,2024-09-01T12:00:00Z,220611
Paralympiques,2024-09-01T13:00:00Z,218573
Paralympiques,2024-09-01T14:00:00Z,104290
Paralympiques,2024-09-01T15:00:00Z,80290
Paralympiques,2024-09-01T16:00:00Z,69224
Paralympiques,2024-09-01T17:00:00Z,83774
Paralympiques,2024-09-01T18:00:00Z,122930
Paralympiques,2024-09-01T19:00:00Z,212873
Paralympiques,2024-09-01T20:00:00Z,197911
Paralympiques,2024-09-01T21:00:00Z,152149
Paralympiques,2024-09-01T22:00:00Z,123793
Paralympiques,2024-09-01T23:00:00Z,21850
Paralympiques,2024-09-02T00:00:00Z,0
Paralympiques,2024-09-02T01:00:00Z,0
Paralympiques,2024-09-02T02:00:00Z,0
Paralympiques,2024-09-02T03:00:00Z,0
Paralympiques,2024-09-02T04:00:00Z,0
Paralympiques,2024-09-02T05:00:00Z,0
Paralympiques,2024-09-02T06:00:00Z,0
Paralympiques,2024-09-02T07:00:00Z,0
Paralympiques,2024-09-02T08:00:00Z,0
Paralympiques,2024-09-02T09:00:00Z,19350
